Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
"Order No. 164 validating form of certificate for a land plot from the composition of agricultural land, formats for providing information from the state register of agricultural land and the form for sending a request for information from the specified register.",2023,Russian Federation,"This Order validates the form of certificate for a land plot from the composition of agricultural land, formats for providing information from the state register of agricultural land and the form for sending a request for information from the specified register.",https://www.ecolex.org/details/legislation/order-no-164-validating-form-of-certificate-for-a-land-plot-from-the-composition-of-agricultural-land-formats-for-providing-information-from-the-state-register-of-agricultural-land-and-the-form-for-sending-a-request-for-information-from-the-specified-register-lex-faoc215921/?type=legislation&xsubjects=Mineral+resources&page=55,"Agricultural & rural development, Land & soil",Regulation,"Agricultural land, Certification, Data collection/reporting, Access-to-information, Cadastre/land registration","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",,ECOLEX_Legislation
Loi n°2023-004 du 13 mars 2023 portant Code des Collectivités territoriales.,2023,Mali,"Cette loi contient le Code des Collectivités Territoriales, notamment la Commune et la Région. La Commune est une collectivité territoriale dotée de la personnalité morale et de l’autonomie financière; elle est urbaine ou rurale. La Commune urbaine se compose essentiellement de quartiers; la Commune rurale se compose essentiellement de villages et/ou de fractions. L'article 22 définit ses attributions, qui sont, entre autres: les plans et programmes de développement économique, social et culturel; la création et la gestion des équipements collectifs d’intérêt communal dans certaines domaines (la santé; l’hygiène publique et l’assainissement; l’eau et l’énergie ; les foires et les marchés ; les activités d’exploitation artisanale des ressources minières de la commune); la gestion du domaine d’intérêt communal, notamment la lutte contre les pollutions et les nuisances, l’organisation des activités agricoles et de santé animale, les plans d’occupation du sol et les opérations d’aménagement de l’espace communal, la gestion des ressources forestières, fauniques et halieutiques.",https://www.ecolex.org/details/legislation/loi-n2023-004-du-13-mars-2023-portant-code-des-collectivites-territoriales-lex-faoc216978/?type=legislation&xsubjects=Mineral+resources&page=55,"Agricultural & rural development, Livestock, Energy, Fisheries, Forestry, Land & soil, Mineral resources, Water, Wild species & ecosystems, General",Legislation,"Framework law, Decentralisation, Institution, Local government, Governance, Agricultural development, Inland fisheries, Forest management/forest conservation, Land-use planning, Animal health, Mining, Sewerage, Freshwater resources management, Wild fauna","Africa, Least Developed Countries, Sahel, Western Africa",,ECOLEX_Legislation
Presidential Decree No. 135 on the measures taken in the field of agriculture under the state of emergency.,2023,Türkiye,"This Decree lays down the procedures and principles of one-time support to beehive, cattle, sheep and poultry breeders who are affected by the earthquakes that occurred on 6 February 2023. The purposes of this Decree are to ensure the sustainability of livestock activities, to increase productivity and to ensure animal health and welfare. Support will be provided in the forms of live animals and sugar for feeding purposes. Live animal support shall be provided in proportion to the number of beehives, cattle, sheep and poultry that are found to have perished. These animals which are detected as perished, must have been registered in the Livestock Information System of the Ministry of Agriculture and Forestry. Sugar support shall be provided for beekeepers, up to 4 kilograms per hive, for feeding purposes.",https://www.ecolex.org/details/legislation/presidential-decree-no-135-on-the-measures-taken-in-the-field-of-agriculture-under-the-state-of-emergency-lex-faoc224342/?type=legislation&xsubjects=Mineral+resources&page=55,"Agricultural & rural development, Livestock",Regulation,"Agricultural development, Data collection/reporting, Financial agricultural measures, Hazards, Resource/damage valuation, Subsidy/incentive, Animal feed/feedstuffs, Animal health, Animal production, Animal welfare, Apiculture/sericulture, Cattle, Poultry, Sheep/goats","Asia, Black Sea, Europe, Europe and Central Asia, Mediterranean, Middle East, Western Asia",This Decree enters into force on the day it is published in the Official Gazette.,ECOLEX_Legislation
Presidential Decree No. 134 on the measures taken in the field of regional development and investment incentives under the state of emergency.,2023,Türkiye,"This Decree lays down provisions on the powers of the development agencies in the provinces where a state of emergency has been declared, and some investments with incentive certificates as deemed completed.",https://www.ecolex.org/details/legislation/presidential-decree-no-134-on-the-measures-taken-in-the-field-of-regional-development-and-investment-incentives-under-the-state-of-emergency-lex-faoc224343/?type=legislation&xsubjects=Mineral+resources&page=55,General,Regulation,"Certification, Hazards, Risk assessment/management, Subsidy/incentive, Sustainable development","Asia, Black Sea, Europe, Europe and Central Asia, Mediterranean, Middle East, Western Asia",Article 2 shall be effective from 6 February 2023 and other provisions enter into force on the day it is published in the Official Gazette.,ECOLEX_Legislation
Government Notice no. 3138 of 2023. Registration of water use in terms of National Water Act no. 36 of 1998.,2023,South Africa,"This Notice implements provisions of section 21 of the National Water Act no. 36 of 1998 and of the Water Use Registration Regulations, published under Government Notice no. R 1352 of 1999 and therefore specifies that the following water uses must be registered: controlled activities, such as irrigation of any land with waste or water containing waste generated through any industrial activity or by a water work; discharging waste or water containing waste into a water resource; disposing of waste in a manner which may detrimentally impact on a water resource; disposing in any manner of water which contains waste from any industrial or power generation process; removing, discharging, or disposing of water found underground; disposal of effluent to land or to a facility, such as a landfill, waste rock dumps, solid waste disposal; land use activities, such as confined animal facilities or dirty water systems. The Notice excludes from registration water uses made by members of the Irrigation Board, Water Use Association, and government Water Scheme. The Notice also provides for registration forms, and offences in case of failure to register.",https://www.ecolex.org/details/legislation/government-notice-no-3138-of-2023-registration-of-water-use-in-terms-of-national-water-act-no-36-of-1998-lex-faoc216304/?type=legislation&xsubjects=Mineral+resources&page=56,"Land & soil, Water",Regulation,"Land-use planning, Solid waste, Business/industry/corporations, Effluent waste water/discharge, Groundwater, Irrigation, Registration, Waste disposal, Freshwater resources management, Water users' associations, Offences/penalties, Pollution control","Africa, South Atlantic, Southern Africa",,ECOLEX_Legislation
"Decree No. 11.433 creating the Interministerial Working Group, under the Ministry of Agrarian Development and Family Farming, with the purpose of presenting proposals to prevent and mitigate the effects of the drought on agricultural production in the Southern Region, and authorizing the concession of an additional credit operation of installation for beneficiaries of the National Agrarian Reform Programme with undertakings affected by drought within the municipalities of Rio Grande do Sul State.",2023,Brazil,"This Decree creates the Interministerial Working Group, under the Ministry of Agrarian Development and Family Farming, with the purpose of presenting proposals to prevent and mitigate the effects of the drought on agricultural production in the Southern Region, and authorizes the concession of an additional credit operation of installation for beneficiaries of the National Agrarian Reform Programme with undertakings affected by drought within the municipalities of Rio Grande do Sul State. It establishes composition, duties and responsibilities of the above mentioned working group entitled to propose measures aimed at: a) prevent and mitigate the effects of drought on agricultural production; and b) reduce socioeconomic impacts and promote the resumption of productive capacity in areas affected by the drought in the Southern Region.",https://www.ecolex.org/details/legislation/decree-no-11433-creating-the-interministerial-working-group-under-the-ministry-of-agrarian-development-and-family-farming-with-the-purpose-of-presenting-proposals-to-prevent-and-mitigate-the-effects-of-the-drought-on-agricultural-production-in-the-southern-region-and-authorizing-the-concession-of-an-additional-credit-operation-of-installation-for-beneficiaries-of-the-national-agrarian-reform-programme-with-undertakings-affected-by-drought-within-the-municipalities-of-rio-grande-do-sul-state-lex-faoc216347/?type=legislation&xsubjects=Mineral+resources&page=56,"Agricultural & rural development, Environment gen., Water",Regulation,"Institution, Legal proceedings/administrative proceedings, Agricultural land, Early warning system, Research, Agricultural development, Social protection, Liability/compensation, Ecosystem preservation, Environmental planning, Policy/planning, Water shortage/drought","Amazonia, Americas, Latin America and the Caribbean, North Atlantic, South America, South Atlantic",This Decree enters into force on the day of its publication.,ECOLEX_Legislation
Regulation on the criteria for recognizing agricultural land as being in a state that makes it suitable for grazing or cultivation.,2023,Poland,"This Regulation of the Minister of Agriculture and Rural Development lays down the criteria for recognizing agricultural land as being in a state that makes it suitable for grazing or cultivation. Agricultural land is considered to be in a condition that makes it suitable for grazing or cultivation if: (1) at least one agrotechnical operation has been carried out to remove or destroy undesirable vegetation - in the case of arable land and permanent grassland ; (2) at least two agricultural treatments have been carried out including one aimed at removing or destroying undesirable vegetation and the other aimed at removing dead trees or branches, or sanitary pruning of dry and drying branches - in the case of orchards.",https://www.ecolex.org/details/legislation/regulation-on-the-criteria-for-recognizing-agricultural-land-as-being-in-a-state-that-makes-it-suitable-for-grazing-or-cultivation-lex-faoc216052/?type=legislation&xsubjects=Mineral+resources&page=56,Land & soil,Regulation,"Soil conservation/soil improvement, Agricultural land","Eastern Europe, Europe, Europe and Central Asia, European Union Countries",This Regulation entered into force on 15 March 2023.,ECOLEX_Legislation
Regulation on standards and detailed conditions for their use.,2023,Poland,"This Regulation of the Minister of Agriculture and Rural Development lays down standards and detailed conditions for their use considering the criteria specified in art.13 point 1 of the Regulation (EU) 2021/2115. In particular arable land is not burned, but for reasons related to plant health, it is allowed to burn plants, parts of plants or post-harvest residues. Fertilizers are not applied on arable land located within 3 m from the shores of lakes and water reservoirs other than lakes. Arable land located on slopes with a slope of at least 14% is not used for the cultivation of plants requiring the maintenance of ridges along the slope. The protective soil cover is maintained at least from November 1 of a given year to February 15 of the following year on an area of at least 80% of the arable land included in the farm and in the inter-rows of fruit tree plantations.",https://www.ecolex.org/details/legislation/regulation-on-standards-and-detailed-conditions-for-their-use-lex-faoc216053/?type=legislation&xsubjects=Mineral+resources&page=56,Land & soil,Regulation,"Soil conservation/soil improvement, Agricultural land","Eastern Europe, Europe, Europe and Central Asia, European Union Countries",This Regulation entered into force on 15 March 2023.,ECOLEX_Legislation
Planning and Development (Maritime Development) Regulations 2023 (S.I. No. 100/2023).,2023,Ireland,"The Planning and Development (Maritime Development) Regulations 2023 prescribe matters relating to applications made to An Bord Pleanála (the Board) under the Planning and Development Acts 2000 to 2022 (the Act) for development in the maritime area. The Regulations concern the following: obtaining opinion of the Board (section 290(1) of the Act); making of submissions and observations (section 291 and 292 of the Act); costs, oral hearing, etc.",https://www.ecolex.org/details/legislation/planning-and-development-maritime-development-regulations-2023-si-no-1002023-lex-faoc221007/?type=legislation&xsubjects=Mineral+resources&page=56,"Land & soil, Sea",Regulation,"Land-use planning, Institution, Marine area","Atlantic Ocean Islands, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North-East Atlantic, Northern Europe",,ECOLEX_Legislation
Provisions on Prohibiting the Acts of Eliminating or Restricting Competition by Abuse of Administrative Power.,2023,China,"For the purposes of preventing and curbing the acts of eliminating and restricting competition by abuse of administrative power, these Provisions are developed according to the Anti-Monopoly Law. The Provisions consist of 31 Articles.",https://www.ecolex.org/details/legislation/provisions-on-prohibiting-the-acts-of-eliminating-or-restricting-competition-by-abuse-of-administrative-power-lex-faoc220363/?type=legislation&xsubjects=Mineral+resources&page=56,General,Regulation,"Business/industry/corporations, Internal trade, International trade","Asia, Asia and the Pacific, East Asian Seas, Eastern Asia, North Pacific, North-West Pacific",,ECOLEX_Legislation
"The Water Use Licence Applications, Amendment, and Appeal Regulation, no. 3434 of 2022.",2023,South Africa,"These Regulations, divided into twelve chapters and made under Section 26(1)(k) of the the National Water Act no. 36 of 1998, provide for prescribing the procedure and requirements for water use licence applications as contemplated in Sections 41 of the Act, and for an amendment or renewal of water use licence as contemplated in Sections 50 and 52. The Regulations concern: application for water use licence and for its amendment; environmental management plan; intra-catchment water use licence application; multiple water use licence application; water use licence application. Matters covered by these Regulations include: authorisations for the application for water use licence; site inspection; processing the application; requirements and procedures for achieving equity and redressing past racial and gender imbalances and discrimination; application processing fee, and administrative fees concerning water use licence; transfer of authorisations; procedure for public participation process; land ownership and related claims. Attached Schedules contain the following water use technical reports: wastewater treatment for water treatment plants; integrated water and wastewater management plan; wetland delineation; public participation process; agricultural technical report or business plan.",https://www.ecolex.org/details/legislation/the-water-use-licence-applications-amendment-and-appeal-regulation-no-3434-of-2022-lex-faoc221765/?type=legislation&xsubjects=Mineral+resources&page=56,"Land & soil, Water",Regulation,"Ownership, Authorization/permit, Basin/catchment/watershed, Effluent waste water/discharge, Environmental planning, Gender, Inspection, Procedural matters, Public participation, Water charges, Freshwater resources management, Water supply, Integrated management, Wetlands, Pollution control, Inland waters, Policy/planning","Africa, South Atlantic, Southern Africa",19 May 2023.,ECOLEX_Legislation
Decree on the use of renewable energy sources and high-efficiency cogeneration.,2023,Croatia,"This Decree prescribes the technical details of the privileged producer status, technical and operating conditions for production plants and/or production units, conditions for the use of the primary energy source in production plants that use renewable energy sources or fossil fuels for high-efficiency cogeneration, high-efficiency conditions for cogeneration plants that use fossil fuels, efficiency conditions and/or conditions for the use of thermal energy for cogeneration plants that use renewable energy sources, conditions for co-combustion of fossil fuels, conditions for co-incineration of waste, among other related issues.",https://www.ecolex.org/details/legislation/decree-on-the-use-of-renewable-energy-sources-and-high-efficiency-cogeneration-lex-faoc219389/?type=legislation&xsubjects=Mineral+resources&page=56,Energy,Regulation,"Ecofriendly products/ecofriendly processes, Energy conservation/energy production, Renewable energy","Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",This text entered into force on the day after its publication in the Official Gazette (published on 10 March 2023).,ECOLEX_Legislation
"Decree of the Minister of Agriculture, of food sovereignty and forests of 9 March 2023 concerning the rule of conditionality and the minimum requirements relating to the use of fertilizers and animal welfare pursuant to Regulation (EU) 2021/2115 and rural development aid request deadline.",2023,Italy,"This Ministerial Decree lists mandatory management criteria and defines rules for maintaining land in good agricultural and environmental conditions. It also defines minimum requirements for the use of fertilizers, plant protection products, and animal welfare. It also sets the deadline for submitting applications for rural development aid. The decree applies to beneficiaries who receive support in the form of direct payments or annual payments under Regulation (EU) 2021/2115. Administrative sanctions are applied to beneficiaries who do not comply with conditionality obligations or relevant minimum requirements.",https://www.ecolex.org/details/legislation/decree-of-the-minister-of-agriculture-of-food-sovereignty-and-forests-of-9-march-2023-concerning-the-rule-of-conditionality-and-the-minimum-requirements-relating-to-the-use-of-fertilizers-and-animal-welfare-pursuant-to-regulation-eu-20212115-and-rural-development-aid-request-deadline-lex-faoc217430/?type=legislation&xsubjects=Mineral+resources&page=56,"Agricultural & rural development, Livestock, Land & soil, Cultivated plants, Water",Regulation,"Agricultural land, Environmental standards, Protection of environment, Standards, Subsidy/incentive, Biodiversity, Farming, Legal proceedings/administrative proceedings, Agricultural development, Erosion, Soil conservation/soil improvement, Soil pollution/quality, Soil rehabilitation, Animal welfare, Fertilizers/nutrients, Plant protection, Plant production, Irrigation, Wetlands","Alps, Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",,ECOLEX_Legislation
Decreto Supremo Nº 4887 - Con la finalidad de fortalecer el rol protagónico de las y los jóvenes bolivianos en la construcción del Estado Plurinacional de Bolivia el presente Decreto Supremo tiene por objeto declarar el “2023 AÑO DE LA JUVENTUD HACIA EL BICENTENARIO” y establecer acciones que contribuyan a una participación activa.,2023,Bolivia (Plurinational State of),"El presente Decreto Supremo declara el ""2023 AÑO DE LA JUVENTUD HACIA EL BICENTENARIO"" con la finalidad de fortalecer el rol protagónico de las y los jóvenes bolivianos en la construcción del Estado Plurinacional de Bolivia, estableciendo acciones que contribuyan a una participación activa. En materia de salud se desarrollará políticas y programas de salud preventiva integral en áreas de nutrición y alimentación saludable, salud mental y acciones de fortalecimiento institucional para las y los jóvenes.",https://www.ecolex.org/details/legislation/decreto-supremo-no-4887-con-la-finalidad-de-fortalecer-el-rol-protagonico-de-las-y-los-jovenes-bolivianos-en-la-construccion-del-estado-plurinacional-de-bolivia-el-presente-decreto-supremo-tiene-por-objeto-declarar-el-2023-ano-de-la-juventud-hacia-el-bicentenario-y-establecer-acciones-que-contribuyan-a-una-participacion-activa-lex-faoc218243/?type=legislation&xsubjects=Mineral+resources&page=56,"Food & nutrition, General",Regulation,"Youth, Public participation, Credit, Public health, Nutrition","Amazonia, Americas, Andean States, Landlocked Developing Nations, Latin America and the Caribbean, South America",,ECOLEX_Legislation
Acuerdo Ministerial N⁰ MEM-VEER-2023-0001-AM -  promueve el desarrollo e implementación de estrategias inclusivas de género en el Sector Eléctrico Ecuatoriano.,2023,Ecuador,"El presente Acuerdo Ministerial tiene por objeto promover el desarrollo e implementación de estrategias inclusivas de género en el Sector Eléctrico Ecuatoriano considerando e involucrando a los diferentes actores que participan en toda su cadena de valor, en apego a la Constitución, la Ley y demás normativa en referencia, que establecen que todas las personas deben tener igualdad de condiciones y oportunidades, de manera que puedan ejercer plenamente sus derechos, en un entorno que garantice su desarrollo profesional. El presente Acuerdo Ministerial rige para todas las empresas, sociedades anónimas que manejan recursos públicos, empresas públicas e instituciones del Sector Eléctrico, que participan en las etapas de Generación, Transmisión, Distribución y Comercialización del servicio público de Energía Eléctrica y del alumbrado público general, la Agencia de Regulación y Control, el Operador Nacional de Electricidad, el Instituto de Investigación Geológico Energético. El Ministerio de Energía y Minas gestionará la aplicación de las políticas y disposiciones del presente Acuerdo Ministerial a través de un Comité de Seguimiento de Fortalecimiento de la Inclusión de Género, liderado por el Viceministerio de Electricidad y Energía Renovable.",https://www.ecolex.org/details/legislation/acuerdo-ministerial-n0-mem-veer-2023-0001-am-promueve-el-desarrollo-e-implementacion-de-estrategias-inclusivas-de-genero-en-el-sector-electrico-ecuatoriano-lex-faoc220864/?type=legislation&xsubjects=Mineral+resources&page=56,Energy,Regulation,"Legal proceedings/administrative proceedings, Energy conservation/energy production, Environmental planning, Equity, Gender, Policy/planning","Amazonia, Americas, Andean States, East Pacific, Latin America and the Caribbean, South America, South-Eastern Pacific","El presente Acuerdo Ministerial entrará en vigencia a partir de su suscripción, sin perjuicio de su publicación en el Registro Oficial.",ECOLEX_Legislation
Trade in Endangered Species (CITES) Act No. 3 of 2023.,2023,Belize,"This Act lays down provisions on the designation, establishment, composition and functions of the Management Authority and the Scientific Authority; trade in endangered CITES listed species and exemptions; terms and conditions of trade permit or certificate; bred in captivity and artificially propagated certificates; powers of the customs officers for inspection; penalties for illegal trade in endangered species and possession of illegally traded specimen; and the establishment of CITES Fund and its committee. The trade in any specimen of species listed in Appendix I, Appendix II or Appendix III shall only be carried out with the appropriate permit or certificate as follows: (a) an export permit; (b) an import permit; (c) a re-export certificate; or (d) an introduction from the sea certificate.",https://www.ecolex.org/details/legislation/trade-in-endangered-species-cites-act-no-3-of-2023-lex-faoc215744/?type=legislation&xsubjects=Mineral+resources&page=56,"Fisheries, Forestry, Wild species & ecosystems",Legislation,"Aquatic animals, Aquatic plants, Freshwater fishes, Genetic resources, Marine fishes, Marine mammals, Protection of species, Trade in species, Fishery management and conservation, Forest species, Ranching/captive breeding, Certification, Enforcement/compliance, Data collection/reporting, Endangered species, Inspection, Institution, International trade, Offences/penalties, Wild fauna, Wild flora","Americas, Central America, Latin America and the Caribbean, Small Island Developing States","This Act shall come into force on a day appointed by the Minister responsible for forestry, in consultation with the Minister responsible for fisheries, by Order published in the Gazette.",ECOLEX_Legislation
Regional Law No. 2886-OZ “On certain legal relations in the field of ensuring the sanitary and epidemiological welfare of the regional population.”,2023,Russian Federation,"This Regional Law regulates certain relations in the field of ensuring the sanitary and epidemiological welfare of the regional population, and also delimits the regional powers in the field of ensuring the sanitary and epidemiological welfare of the population between the regional state authorities. The powers of the Regional Government of in the field of ensuring sanitary and epidemiological well-being of the population include: (a) adoption of the regional regulatory legal acts in the field of sanitary and epidemiological well-being of the population, control over their implementation; (b) determination of regional executive authorities competent in the field of ensuring sanitary and epidemiological welfare of the regional population; (c) cancellation on the regional territory of restrictive measures (quarantine) on the basis of proposals, instructions of the chief state sanitary inspectors and their deputies; (d) establishment of a list of medical organizations authorized to conduct medical examination on the regional territory; and (e) exercise of other powers in the field of ensuring sanitary and epidemiological welfare of the population in accordance with the federal and regional legislation.",https://www.ecolex.org/details/legislation/regional-law-no-2886-oz-on-certain-legal-relations-in-the-field-of-ensuring-the-sanitary-and-epidemiological-welfare-of-the-regional-population-lex-faoc215927/?type=legislation&xsubjects=Mineral+resources&page=56,General,Legislation,"Governance, Public health","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Law enters into force 10 days after the date of its official publication.,ECOLEX_Legislation
"Resolución Nº 0075-2023-MIDAGRI - Aprueba el ""Manual para la ejecución de actividades de mantenimiento de infraestructura de riego, bajo la modalidad de núcleos ejecutores"".",2023,Peru,"La presente Resolución aprueba el ""Manual para la ejecución de actividades de mantenimiento de infraestructura de riego, bajo la modalidad de núcleos ejecutores"", el cual en forma de Anexo forma parte integrante de la misma. El Manual tiene por objeto establecer lineamientos de carácter administrativo, técnico y operativo para el desarrollo de las ""Actividades de Mantenimiento de Infraestructura de Riego - AMIR"", así como los mecanismos para la rendición de cuentas de los recursos económicos asignados para su ejecución. Se busca orientar a los intervinientes que participan de las actividades de mantenimiento de infraestructura de riego, bajo la modalidad de Núcleos Ejecutores. Su aplicación es de alance sectorial y obligatorio para las autoridades, entidades públicas, organizaciones de agua, etc., participantes en actividades de mantenimiento de infraestructura de riego. La actividad a financiar es el mantenimiento de infraestructura de riego que se encuentren en los ámbitos de los departamentos priorizados. Se incluyen 17 anexos al Manual.",https://www.ecolex.org/details/legislation/resolucion-no-0075-2023-midagri-aprueba-el-manual-para-la-ejecucion-de-actividades-de-mantenimiento-de-infraestructura-de-riego-bajo-la-modalidad-de-nucleos-ejecutores-lex-faoc219796/?type=legislation&xsubjects=Mineral+resources&page=56,"Agricultural & rural development, Water",Regulation,"Irrigation, Agricultural development, Financing, Procedural matters, Subsidy/incentive, Water users' associations","Amazonia, Americas, Andean States, East Pacific, Latin America and the Caribbean, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Décret exécutif n° 23-107 du 14 Chaâbane 1444 correspondant au 7 mars 2023 fixant les attributions du ministre de l’économie de la connaissance, des start-up et des micro-entreprises.",2023,Algeria,"Ce Décret fixe les attributions du ministre de l'économie de la connaissance, des start-up et des micro-entreprises. Il propose les éléments de la politique nationale dans les domaines de l'économie de la connaissance, des start-up, des micro-entreprises et du micro-crédit. Il veille à sa mise en œuvre, conformément aux lois et aux règlements en vigueur.",https://www.ecolex.org/details/legislation/decret-executif-n-23-107-du-14-chaabane-1444-correspondant-au-7-mars-2023-fixant-les-attributions-du-ministre-de-leconomie-de-la-connaissance-des-start-up-et-des-micro-entreprises-lex-faoc220677/?type=legislation&xsubjects=Mineral+resources&page=56,General,Regulation,"Credit, Governance, Institution, Monitoring, Policy/planning, Research","Africa, Mediterranean, Near East and North Africa, Northern Africa",,ECOLEX_Legislation
The Agricultural Wages (Wales) Order 2023.,2023,United Kingdom,"This Order revokes and replaces the Agricultural Wages (No. 2) (Wales) Order 2022. Part 2 of the Order provides for terms and condition of employment for agricultural workers and specifies the different grades and categories of agricultural worker (article 5 to 9). Part 3 makes provision about the minimum rates of pay, minimum rates of pay for overtime, for output work, identifies payments which do not form part of an agricultural worker’s remuneration. The Part also grants a protection of pay to agricultural workers employed before a certain date who suffered a reduction in their minimum hourly rate as a result of their assimilation to a lower grade or category or a lower minimum rate of pay as specified in the Table in Schedule 1 of the Agricultural Wages (Wales) Order 2022. Part 4 provides that an agricultural worker is entitled to agricultural sick pay in the circumstances specified (articles 18 to 21).  Part 5 makes provision about an agricultural worker’s entitlement to time off. Provision is made about an agricultural worker’s entitlement to rest breaks (article 28), daily rest (article 29 ) and weekly rest period (article 30). Provision is also made specifying the agricultural worker’s annual leave year and about the agricultural worker’s entitlement to annual leave, holiday pay and about payment in lieu of annual leave (articles 31 to 38). Provision about an agricultural worker’s entitlement to be paid bereavement leave is made in articles 41 to 43.",https://www.ecolex.org/details/legislation/the-agricultural-wages-wales-order-2023-lex-faoc217332/?type=legislation&xsubjects=Mineral+resources&page=56,Agricultural & rural development,Regulation,"Farming, Rural employment, Social protection, Agricultural development","Atlantic Ocean Islands, Europe, Europe and Central Asia, North Atlantic, North Sea, North-East Atlantic, Northern Europe",1st April 2023.,ECOLEX_Legislation
"Regulation of the Cabinet of Ministers No. 108 amending the Cabinet of Ministers of September 15, 2009 Cabinet Regulation No. 1065 ""Detailed rules on loans (micro), small and medium economic operators and agricultural and forestry services for promoting the development of cooperative societies"".",2023,Latvia,"In order to provide financing for the granting of the loan within the framework of this regulation, the company ""Altum"" additionally attracts a state loan of up to 110,000,000 euros in accordance with the regulatory enactments on the procedure for issuing and servicing state loans, without applying the loan risk interest rate. The company ""Altum"" can attract additional resources from international financial institutions or financial markets up to 75,000,000 euros for granting a loan. Loans issued within the framework of this regulation can be financed from the resources mentioned in this clause and from the resources mentioned in clause 5 of this regulation.",https://www.ecolex.org/details/legislation/regulation-of-the-cabinet-of-ministers-no-108-amending-the-cabinet-of-ministers-of-september-15-2009-cabinet-regulation-no-1065-detailed-rules-on-loans-micro-small-and-medium-economic-operators-and-agricultural-and-forestry-services-for-promoting-the-development-of-cooperative-societies-lex-faoc217035/?type=legislation&xsubjects=Mineral+resources&page=57,"Agricultural & rural development, Forestry",Regulation,"Cooperative/producer organization, Subsidy/incentive, Agricultural development, Credit, Financial agricultural measures, Forest management/forest conservation, Public forest","Europe, Europe and Central Asia, European Union Countries, Northern Europe",,ECOLEX_Legislation
Regulation on the implementation of Measure 2 from the State Support program for compensating the increase in the price of energy in the sectors of processing agricultural products.,2023,Croatia,"This Regulation, based on the provisions of the Croatian Law on agriculture, prescribes the implementation of Measure 2. Support for additional costs incurred due to extremely large increases in the prices of natural gas and electricity from the State Support Program for compensation of the increase in the price of energy in the sectors of processing agricultural products adopted by the Decision of the Government of the Republic of Croatia, class: 022-03/22 -04/477, registration number: 50302-05/14-22-1 from 9 December 2022 and class: 022-03/23-04/39, registration number: 50301-05/31-23-3 from 16 February 2023. Support from the Program is granted on the basis of the Commission's Communication Temporary framework for state aid measures in crisis situations to support the economy after the Russian aggression against Ukraine from 28 October 2022.",https://www.ecolex.org/details/legislation/regulation-on-the-implementation-of-measure-2-from-the-state-support-program-for-compensating-the-increase-in-the-price-of-energy-in-the-sectors-of-processing-agricultural-products-lex-faoc215110/?type=legislation&xsubjects=Mineral+resources&page=57,"Agricultural & rural development, Energy",Regulation,"Agricultural development, Liability/compensation, Hazards, Energy conservation/energy production, Natural gas","Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",This text entered into force on 11 March 2023.,ECOLEX_Legislation
Regulation on the implementation of the co-financing program for the establishment of experimental fields for irrigation of agricultural crops for the year 2023.,2023,Croatia,"This Regulation, based on the provisions of the Croatian Law on agriculture, prescribes the implementation of the Program for co-financing the establishment of experimental fields for irrigation of agricultural crops for the year 2023, previously adopted by the Decision of the Government of the Republic of Croatia, class: 022-03/23-04/51, registration number: 50301-05/31- 23-2, dated 23 February 2023. Support from the Program is granted in accordance with article 38 of Commission Regulation (EU) no. 2022/2472 of 14 December 2022 on the declaration of certain categories of aid in the agriculture and forestry sectors and in rural areas compatible with the internal market in application of articles 107 and 108 of the Treaty on the Functioning of the European Union. Support from the Program is awarded to support beneficiaries, according to the results of the Public Call. Eligible beneficiaries of aid are beneficiaries of aid who must fulfill the following conditions: a) submit a Request for support from the Program according to the published Public Call; b) submit proof of enrollment in the Register of Scientific Organizations; c) submit other mandatory documentation in accordance with the terms of the Public Call.",https://www.ecolex.org/details/legislation/regulation-on-the-implementation-of-the-co-financing-program-for-the-establishment-of-experimental-fields-for-irrigation-of-agricultural-crops-for-the-year-2023-lex-faoc215114/?type=legislation&xsubjects=Mineral+resources&page=57,Agricultural & rural development,Regulation,"Agricultural development, Crops/grasses, Financing, Subsidy/incentive, Irrigation, Procedural matters, Research","Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",This text entered into force eight days after its publication in the Official Gazette (published on 13 March 2023).,ECOLEX_Legislation
