Document ID,Document Title,Family ID,Family Title,Family Summary,Collection Title(s),Collection Description(s),Document Variant,Document Content URL,Language,Source,Geography ISOs,Geographies,First event in timeline,Last event in timeline,Full timeline of events (types),Full timeline of events (dates),Date Added to System,Last Modified on System,Internal Document ID,Internal Family ID,Internal Corpus ID,Internal Collection ID(s),Framework,Topic/Response,Hazard,Sector,Keyword,Instrument,Author,Author Type,Document URL,Family URL,Document Role,Document Type,Category
integrated-national-plan-for-energy-and-climate_bdff,Integrated National Plan for Energy and Climate,italy-integrated-national-and-energy-climate-plan-necp-2021-2030_86ff,Italy Integrated National and Energy Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness. The plan establishes key objectives : 1) to accelerate the transition from traditional fuels to renewable sources by promoting the gradual phasing out of coal for electricity generation in favour of an electricity mix based on a growing share of renewables; 2) to implement policies and measures in order to reduce greenhouse gases (phase out of coal, higher CO2 price, acceleration of renewables and energy efficiency in manufacturing process level); 3) to use a mix of fiscal, economic, regulatory and policy instruments to ensure an energy efficiency; 4) to become less dependent on imports by increasing renewable sources and energy efficiency and to diversify sources of supply through the use of natural gas, including liquefied natural gas (LNG); 5) to ensure a greater degree of market integration and the development of processes, products and knowledge for the use of renewables, energy efficiency and network technology.</p>",,,Original Language,https://www.mase.gov.it/sites/default/files/PNIEC_2024_revfin_01072024.pdf,Italian,CCLW,ITA,Italy,2019-12-01 00:00:00+00:00,2019-12-01,Passed/Approved,2019-12-01,2023-11-30,2025-07-17,CCLW.executive.9506.3832,CCLW.family.9506.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Biodiversity Loss;Drought;Flood;Desertification,Agriculture;Buildings;Economy-wide;Energy;Health;Transport;Waste,Energy Supply;Waste;Biodiversity;Transport;Biofuels;Health;Biogas;Agriculture;Aviation,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance",,,https://climate-laws.org/documents/integrated-national-plan-for-energy-and-climate_bdff,https://climate-laws.org/document/italy-integrated-national-and-energy-climate-plan-necp-2021-2030_86ff,Main,Plan,Executive
integrated-national-energy-and-climate-plan_155a,Integrated National Energy and Climate Plan,germany-integrated-national-energy-and-climate-plan-necp-2021-2030_5070,Germany Integrated National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness.  The plan provides an overview of the country’s energy and climate policy as well as the current status of plans in these areas. Several measures and strategies are implemented to address the five dimensions of the EU Energy Union : 1) Decarbonisation : implementation of the Climate Action Plan 2050 and the Climate Action Programme 2030, better regionalisation of growth of renewable energies, increase the consumption of self-generated electricity, subsidies for electrically powered vehicles (environmental bonus), etc;2) Energy efficiency : energy efficiency strategy for buildings, tax incentives for energy-related building renovations, carbon pricing in the heating and transport sectors, etc;3) Energy security : Act on the Security of the Electricity and Gas Supply, national preventive action and emergency plans for natural gas, etc; 4) Internal energy market : promote interconnectivity (regional cooperation), etc; 5) Research, innovation, competitiveness : greater involvement of start-ups, increased technology transfer, etc. </p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-06/de_final_necp_main_de_0.pdf,German,CCLW,DEU,Germany,2020-06-01 00:00:00+00:00,2020-06-01,Passed/Approved,2020-06-01,2023-11-30,2025-07-17,CCLW.executive.9503.3826,CCLW.family.9503.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Changes In Air Quality,Agriculture;Buildings;Economy-wide;Energy;Health;Transport;Urban;Waste,Research And Development;Carbon Pricing;Energy Supply;Waste;Renewables;Subsidies;Health;Electricity,"Standards, obligations and norms|Regulation;Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;International cooperation|Governance",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan_155a,https://climate-laws.org/document/germany-integrated-national-energy-and-climate-plan-necp-2021-2030_5070,Main,Plan,Executive
estonias-2030-national-energy-and-climate-plan_7ed8,Estonia’s 2030 National Energy and Climate Plan,estonia-national-energy-and-climate-plan-necp-2021-2030_b22f,Estonia National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. Estonia’s long-term objective is to transition to a low-carbon economy, which means gradually reforming the economy and energy system to be resource-efficient, productive and environmentally-friendly in line with the objectives.The use of fossil fuels will be reduced and CO2 emissions will decrease due to energy savings in transport, agriculture, waste management and industrial processes and small-scale power production where energy is produced by facilities with a rated output of less than 20 MWh.To maintain final energy consumption in the period 2021-2030 requires annual energy savings equivalent to 0.8% of the average final energy consumption in the period 2016-2018 Estonia has the highest primary energy intensity of all the EU Member States. Consumption of primary energy is forecast to drop by a quarter in the period 2017-2030.The share of renewables will be increased by changing fossil fuel boilers to renewable fuels, increasing electricity generation from fuel free sources and increased use of biofuels in transport. In the electricity and heating sector, the plan aims at increasing renewable sources.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-03/ee_final_necp_main_ee_0.pdf,Estonian,CCLW,EST,Estonia,2019-12-19 00:00:00+00:00,2019-12-19,Passed/Approved,2019-12-19,2023-11-30,2025-07-14,CCLW.executive.9500.3822,CCLW.family.9500.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Erosion;Changes In Air Quality;Forest Wildfires;Flood;Biodiversity Loss,,Buildings;Germany;Biodiversity;Biofuels;Health;Biogas;Agriculture,"Standards, obligations and norms|Regulation;Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/estonias-2030-national-energy-and-climate-plan_7ed8,https://climate-laws.org/document/estonia-national-energy-and-climate-plan-necp-2021-2030_b22f,Main,Plan,Executive
estonias-2030-national-energy-and-climate-plan_9f4d,Estonia’s 2030 National Energy and Climate Plan,estonia-national-energy-and-climate-plan-necp-2021-2030_b22f,Estonia National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. Estonia’s long-term objective is to transition to a low-carbon economy, which means gradually reforming the economy and energy system to be resource-efficient, productive and environmentally-friendly in line with the objectives.The use of fossil fuels will be reduced and CO2 emissions will decrease due to energy savings in transport, agriculture, waste management and industrial processes and small-scale power production where energy is produced by facilities with a rated output of less than 20 MWh.To maintain final energy consumption in the period 2021-2030 requires annual energy savings equivalent to 0.8% of the average final energy consumption in the period 2016-2018 Estonia has the highest primary energy intensity of all the EU Member States. Consumption of primary energy is forecast to drop by a quarter in the period 2017-2030.The share of renewables will be increased by changing fossil fuel boilers to renewable fuels, increasing electricity generation from fuel free sources and increased use of biofuels in transport. In the electricity and heating sector, the plan aims at increasing renewable sources.</p>",,,Translation,https://energy.ec.europa.eu/system/files/2022-08/ee_final_necp_main_en.pdf,English,CCLW,EST,Estonia,2019-12-19 00:00:00+00:00,2019-12-19,Passed/Approved,2019-12-19,2023-11-30,2025-07-14,CCLW.executive.9500.3821,CCLW.family.9500.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Erosion;Changes In Air Quality;Forest Wildfires;Flood;Biodiversity Loss,,Buildings;Germany;Biodiversity;Biofuels;Health;Biogas;Agriculture,"Standards, obligations and norms|Regulation;Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/estonias-2030-national-energy-and-climate-plan_9f4d,https://climate-laws.org/document/estonia-national-energy-and-climate-plan-necp-2021-2030_b22f,Main,Plan,Executive
integrated-national-energy-and-climate-plan-for-the-republic-of-croatia-2021-2030_9b93,Integrated National Energy and Climate Plan for the Republic of Croatia 2021-2030,integrated-national-energy-and-climate-plan-for-the-republic-of-croatia_ab2d,Integrated National Energy and Climate Plan for the Republic of Croatia,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.   The key objectives outlined in the plan are : 1) the reduction in GES, 2) the share of renewable energy sources in the gross final energy consumption and energy efficiency, expressed as consumption of primary energy and direct consumption of energy. Different measures concerning decarbonisation, energy efficiency and security are implemented in electricity, agriculture, building construction, heating, cooling and transport sector.</p>",,,Original Language,"https://mingo.gov.hr/UserDocsImages/UPRAVA%20ZA%20ENERGETIKU/Strategije,%20planovi%20i%20programi/hr%20necp/Integrirani%20nacionalni%20energetski%20i%20klimatski%20plan%20Republike%20Hrvatske%20%20_final.pdf",Croatian,CCLW,HRV,Croatia,2019-12-24 00:00:00+00:00,2019-12-24,Passed/Approved,2019-12-24,2023-11-30,2025-07-14,CCLW.executive.9496.3816,CCLW.family.9496.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion;Drought;Flood,Agriculture;Buildings;Economy-wide;Energy;Waste,Renewables;Subsidies;Energy Supply;Health;Biogas;Tax;Biofuels;Tax Incentives,"Standards, obligations and norms|Regulation;Subsidies|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan-for-the-republic-of-croatia-2021-2030_9b93,https://climate-laws.org/document/integrated-national-energy-and-climate-plan-for-the-republic-of-croatia_ab2d,Main,Plan,Executive
latvias-national-energy-and-climate-plan-2021-2030_ddd6,Latvia’s National Energy and Climate Plan 2021-2030,latvia-national-energy-and-climate-plan-necp-2021-2030_4636,Latvia National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness.  The plan setstargets including on greenhouse emissions reduction, share of RES in energy consumption in transport, share of advanced biofuels and biogas in energy consumption in transport and interconnection.The measures and principles set out in the Plan are based on full introduction and implementation of the ‘polluter pays’ principle.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-02/lv_final_necp_main_lv_0.pdf,Latvian,CCLW,LVA,Latvia,2020-01-01 00:00:00+00:00,2020-01-01,Passed/Approved,2020-01-01,2023-11-30,2025-07-17,CCLW.executive.9507.3834,CCLW.family.9507.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Flood;Drought;Storm;Windstorms,Agriculture;Buildings;Economy-wide;Waste,Transport;Biogas;Waste;Agriculture;Biofuels;Buildings;Tax Incentives;Subsidies;Green New Deal,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;MRV|Governance",,,https://climate-laws.org/documents/latvias-national-energy-and-climate-plan-2021-2030_ddd6,https://climate-laws.org/document/latvia-national-energy-and-climate-plan-necp-2021-2030_4636,Main,Plan,Executive
integrated-national-energy-and-climate-plan_538d,Integrated National Energy And Climate Plan,italy-integrated-national-and-energy-climate-plan-necp-2021-2030_86ff,Italy Integrated National and Energy Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness. The plan establishes key objectives : 1) to accelerate the transition from traditional fuels to renewable sources by promoting the gradual phasing out of coal for electricity generation in favour of an electricity mix based on a growing share of renewables; 2) to implement policies and measures in order to reduce greenhouse gases (phase out of coal, higher CO2 price, acceleration of renewables and energy efficiency in manufacturing process level); 3) to use a mix of fiscal, economic, regulatory and policy instruments to ensure an energy efficiency; 4) to become less dependent on imports by increasing renewable sources and energy efficiency and to diversify sources of supply through the use of natural gas, including liquefied natural gas (LNG); 5) to ensure a greater degree of market integration and the development of processes, products and knowledge for the use of renewables, energy efficiency and network technology.</p>",,,Translation,https://energy.ec.europa.eu/system/files/2020-02/it_final_necp_main_en_0.pdf,English,CCLW,ITA,Italy,2019-12-01 00:00:00+00:00,2019-12-01,Passed/Approved,2019-12-01,2023-11-30,2025-07-17,CCLW.executive.9506.3831,CCLW.family.9506.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Biodiversity Loss;Drought;Flood;Desertification,Agriculture;Buildings;Economy-wide;Energy;Health;Transport;Waste,Energy Supply;Waste;Biodiversity;Transport;Biofuels;Health;Biogas;Agriculture;Aviation,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan_538d,https://climate-laws.org/document/italy-integrated-national-and-energy-climate-plan-necp-2021-2030_86ff,Main,Plan,Executive
integrated-national-energy-and-climate-plan_f31b,Integrated National Energy and Climate Plan,austria-integrated-national-energy-and-climate-plan-necp-2021-2030_5e28,Austria Integrated National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (NECP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.Austria's plan aims in particular to improve the development of transport, a sector which still needs improvement in Austria, especially in build-up areas and along transit routes. In that context, decarbonisation implies several objectives and measures : 1) the reduction of GHG emissions (non-ETS) by 36% compared to 2005, 2) to strengthen and develop public transport, 3) a mobility management for businesses, towns and cities, municipalities, regions and tourism, 4) e-mobility in private transport, 5) to green the standard fuel consumption tax and the engine-related insurance tax, 6) to input tax deduction for electric bicycles and motorcycles. Decarbonisation implies measures in the sectors of buildings, agriculture, forestry, waste management, fluorinated gases and spatial planning. For the energy, the main objective is to increase the share of renewable energy in gross final energy consumption of energy to 46-50%, and source 100% of electricity consumption from renewables (nationally/balanced).To achieve this goal, the main instrument remains on taxation (tax advantages/exemptions). The plan also aims to ensure measures concerning : 1) the energy efficiency dimension, 2) the internal energy market dimension, 3) the research/innovation/competitiveness, 4) the evaluation and monitoring.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-01/at_final_necp_main_de_0.pdf,German,CCLW,AUT,Austria,2019-12-18 00:00:00+00:00,2019-12-18,Passed/Approved,2019-12-18,2023-11-30,2025-07-14,CCLW.executive.9493.6452,CCLW.family.9493.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion,Agriculture;Buildings;Energy;Transport;Waste,Subsidies;Tax Incentives;Energy Supply;Biogas;Agriculture;National Energy And Climate Plans;Biofuels;Buildings,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;MRV|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan_f31b,https://climate-laws.org/document/austria-integrated-national-energy-and-climate-plan-necp-2021-2030_5e28,Main,Plan,Executive
integrated-national-energy-and-climate-plan_d9d7,Integrated National Energy and Climate Plan,austria-integrated-national-energy-and-climate-plan-necp-2021-2030_5e28,Austria Integrated National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (NECP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.Austria's plan aims in particular to improve the development of transport, a sector which still needs improvement in Austria, especially in build-up areas and along transit routes. In that context, decarbonisation implies several objectives and measures : 1) the reduction of GHG emissions (non-ETS) by 36% compared to 2005, 2) to strengthen and develop public transport, 3) a mobility management for businesses, towns and cities, municipalities, regions and tourism, 4) e-mobility in private transport, 5) to green the standard fuel consumption tax and the engine-related insurance tax, 6) to input tax deduction for electric bicycles and motorcycles. Decarbonisation implies measures in the sectors of buildings, agriculture, forestry, waste management, fluorinated gases and spatial planning. For the energy, the main objective is to increase the share of renewable energy in gross final energy consumption of energy to 46-50%, and source 100% of electricity consumption from renewables (nationally/balanced).To achieve this goal, the main instrument remains on taxation (tax advantages/exemptions). The plan also aims to ensure measures concerning : 1) the energy efficiency dimension, 2) the internal energy market dimension, 3) the research/innovation/competitiveness, 4) the evaluation and monitoring.</p>",,,Translation,https://energy.ec.europa.eu/system/files/2020-03/at_final_necp_main_en_0.pdf,English,CCLW,AUT,Austria,2019-12-18 00:00:00+00:00,2019-12-18,Passed/Approved,2019-12-18,2023-11-30,2025-07-14,CCLW.executive.9493.6453,CCLW.family.9493.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion,Agriculture;Buildings;Energy;Transport;Waste,Subsidies;Tax Incentives;Energy Supply;Biogas;Agriculture;National Energy And Climate Plans;Biofuels;Buildings,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;MRV|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan_d9d7,https://climate-laws.org/document/austria-integrated-national-energy-and-climate-plan-necp-2021-2030_5e28,Main,Plan,Executive
integrated-national-energy-and-climate-plan_5977,Integrated National Energy and Climate Plan,germany-integrated-national-energy-and-climate-plan-necp-2021-2030_5070,Germany Integrated National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness.  The plan provides an overview of the country’s energy and climate policy as well as the current status of plans in these areas. Several measures and strategies are implemented to address the five dimensions of the EU Energy Union : 1) Decarbonisation : implementation of the Climate Action Plan 2050 and the Climate Action Programme 2030, better regionalisation of growth of renewable energies, increase the consumption of self-generated electricity, subsidies for electrically powered vehicles (environmental bonus), etc;2) Energy efficiency : energy efficiency strategy for buildings, tax incentives for energy-related building renovations, carbon pricing in the heating and transport sectors, etc;3) Energy security : Act on the Security of the Electricity and Gas Supply, national preventive action and emergency plans for natural gas, etc; 4) Internal energy market : promote interconnectivity (regional cooperation), etc; 5) Research, innovation, competitiveness : greater involvement of start-ups, increased technology transfer, etc. </p>",,,Translation,https://energy.ec.europa.eu/system/files/2022-08/de_final_necp_main_en.pdf,English,CCLW,DEU,Germany,2020-06-01 00:00:00+00:00,2020-06-01,Passed/Approved,2020-06-01,2023-11-30,2025-07-17,CCLW.executive.9503.3825,CCLW.family.9503.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Changes In Air Quality,Agriculture;Buildings;Economy-wide;Energy;Health;Transport;Urban;Waste,Research And Development;Carbon Pricing;Energy Supply;Waste;Renewables;Subsidies;Health;Electricity,"Standards, obligations and norms|Regulation;Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;International cooperation|Governance",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan_5977,https://climate-laws.org/document/germany-integrated-national-energy-and-climate-plan-necp-2021-2030_5070,Main,Plan,Executive
integral-energy-and-climate-plan_78d6,Integral Energy and Climate Plan,netherlands-integrated-national-energy-and-climate-plan-necp-2021-2030_e34d,Netherlands Integrated National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (NECP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness. The plan establishes the following objectives : 1) reduction of greenhouse gas emissions with renewable energy and energy saving; 2) combating climate change with a climate-neutral electricity system. The limited availability of renewable sources in the Netherlands is an important point of concern. Since the Netherlands is located along the coast and the wind is relatively strong, this offers potential for wind energy on land and offshore; 3) a transition to an emission-free mobility system that involves sustainable energy carriers (electricity, biofuels and green hydrogen); 4) homes and other building will be made more energy-efficient  in a sustainable transformation of the built-up environment; 5) to promote a robust and sustainable agriculture which adopts a more efficient approach to raw materials and the environment.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-01/nl_final_necp_main_nl_0.pdf,Dutch,CCLW,NLD,Netherlands,2019-11-01 00:00:00+00:00,2019-11-01,Passed/Approved,2019-11-01,2023-11-30,2025-07-17,CCLW.executive.9511.3842,CCLW.family.9511.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Drought;Flood;Heatwaves,Agriculture;Buildings;Economy-wide;Transport;Urban;Waste,Subsidies;Transport;Tax;Biogas;Agriculture;Biofuels,"Standards, obligations and norms|Regulation;Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;International cooperation|Governance",,,https://climate-laws.org/documents/integral-energy-and-climate-plan_78d6,https://climate-laws.org/document/netherlands-integrated-national-energy-and-climate-plan-necp-2021-2030_e34d,Main,Plan,Executive
national-plan-for-energy-and-climate-for-2021-2030_07d2,National Plan for Energy and Climate for 2021-2030,poland-s-national-energy-and-climate-plan-for-2021-2030_98b5,Poland's National Energy and Climate Plan for 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document <a href=""https://ec.europa.eu/energy/topics/energy-strategy/national-energy-climate-plans_en"" target=""_self"">mandated by the European Union</a> to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness.<br><br>The plans establishes the following central goals : 1)  the reduction of greenhouse gas emissions in sectors not covered by the ETS system, to solve the problem of air quality (emissions of pollutants in transport and by individual heat sources), to support renewable energy sources, to increase the use of advanced biofuels; 2)  to develop a long-term strategy for the renovation of domestic stocks of residential and non-residential buildings, public and private, to ensure energy efficiency; 3) to increase diversification of the energy mix and diversification of directions of supplies of imported fuels; 4) to increase the availability of current cross-border interconnections and integrate the national natural gas transmission system with the systems of Central and Eastern Europe and the countries of the Baltic Sea region; 5) to increase expenditure on research and development in Poland.</p>
",,,Original Language,https://bip.mos.gov.pl/fileadmin/user_upload/bip/dostep_do_informacji/2024-10-11_Projekt_aKPEiK.pdf,Polish,CCLW,POL,Poland,2019-12-18 00:00:00+00:00,2019-12-18,Passed/Approved,2019-12-18,2023-11-30,2025-04-28,CCLW.executive.9512.3844,CCLW.family.9512.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,,Agriculture;Economy-wide;Energy;Health;Transport,Subsidies;Energy Supply;Tax;Biogas;Agriculture;Biofuels,"Capacity building|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/national-plan-for-energy-and-climate-for-2021-2030_07d2,https://climate-laws.org/document/poland-s-national-energy-and-climate-plan-for-2021-2030_98b5,Main,Plan,Executive
swedens-integrated-national-energy-and-climate-plan_cabc,Sweden’s Integrated National Energy and Climate Plan,sweden-integrated-national-energy-and-climate-plan-necp-2021-2030_d216,Sweden Integrated National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness.   The plan sets out the following objectives: 1) to reduce GHG emissions thanks to medium and long-term targets and to increase the share of renewable energy in gross energy consumption; 2) to ensure energy efficiency with targets, roadmaps for the renovation of the national stock of residential and non-residential buildings, both public and private; 3) to ensure energy security by increasing the diversification of energy sources and supply from third countries; 4) to develop measures for the interconnectivity of the internal energy market; 5) to develop the use of new technologies and new services to make the transition to a sustainable energy system.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-01/se_final_necp_main_se_0.pdf,Swedish,CCLW,SWE,Sweden,2020-01-16 00:00:00+00:00,2020-01-16,Passed/Approved,2020-01-16,2023-11-30,2025-07-17,CCLW.executive.9518.3856,CCLW.family.9518.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Change In Air Quality;Flood,Agriculture;Buildings;Economy-wide;Energy;Health;Transport;Urban;Waste,Subsidies;Transport;Health;Tax;Agriculture;Buildings,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;International cooperation|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/swedens-integrated-national-energy-and-climate-plan_cabc,https://climate-laws.org/document/sweden-integrated-national-energy-and-climate-plan-necp-2021-2030_d216,Main,Plan,Executive
national-energy-and-climate-plan-2021-2030_060e,National Energy And Climate Plan 2021-2030,portugal-national-energy-and-climate-plan-necp-2021-2030_65ed,Portugal National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate (ENCP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The Energy and Climate Plan addresses all five dimensions of the EU Energy Union: decarbonisation, energy efficiency, energy security, internal energy markets and research, innovation and competitiveness. It was approved by Council of Ministers' resolution 53/2020.The plan establishes the following objectives : 1) to limit the GHG emissions, to build a strategy based on renewable sources of energy on the path to a carbon neutral economy (electrification of the economy and consumption, promote electric vehicles,introduce of renewable gases); 2) Rehabilitating and making buildings more efficient, to promote active and shared mobility, reinforce public transport and electric mobility ; 3) to diversificate energy sources by the development of endogenous renewable energy resources; 4) to promote interconnectivity in energy markets and systems; 5) to invest in public and private research, innovation and competitiveness.</p>",,,Original Language,https://apambiente.pt/sites/default/files/_Clima/Planeamento/20241030_pnec2030_maen.pdf,Portuguese,CCLW,PRT,Portugal,2019-12-01 00:00:00+00:00,2019-12-01,Passed/Approved,2019-12-01,2023-11-30,2025-07-17,CCLW.executive.9513.3846,CCLW.family.9513.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Erosion;Coastal Erosion;Drought;Flood,Agriculture;Buildings;Economy-wide;Health;Transport;Waste;Water,Transport;Biofuels;Health;Biogas;Agriculture,"Standards, obligations and norms|Regulation;Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/national-energy-and-climate-plan-2021-2030_060e,https://climate-laws.org/document/portugal-national-energy-and-climate-plan-necp-2021-2030_65ed,Main,Plan,Executive
