Policy,Year,Country,Policy_Content,URL,Subject,Document_Type,Keyword,Geographical_area,Entry into force notes,Source
Law no. 4887 of 2022. Development Law - Greece Strong Development.,2022,Greece,"This Law, consisting of 156 articles, provides for the promotion of the economic development of the Country by granting incentives to specific activities and sectors, in order to achieve the digital and technological transformation of businesses and the improvement of competitiveness, the green transition and the environmental improvement, the creation of economies of scale, the support of innovative investments and of tourism, the creation of employment, the strengthening of less favoured regions of the country. The First Part of the Law concerns investment plans; eligible costs of the investment projects and regional and non-regional aids on green transition environmental upgrading of businesses; ineligible expenses; types of aid, including: tax exemption, grant to cover part of the subsidised costs of the investment project, leasing subsidy, subsidising the cost of the employment created, business risk financing; beneficiaries of the aid granted, including social cooperatives, agricultural cooperatives, agricultural corporate partnerships; conditions for regional aids; evaluation of the investment projects on the basis of specific indicators including environmental sustainability; control and implementation of investment plans; obligations and penalties.",https://www.ecolex.org/details/legislation/law-no-4887-of-2022-development-law-greece-strong-development-lex-faoc212993/?type=legislation&xsubjects=Mineral+resources&page=151,"Agricultural & rural development, Environment gen., Fisheries, Waste & hazardous substances",Legislation,"Cooperative/producer organization, Agricultural commodities, Agricultural development, Crops/grasses, Rural employment, Tourism, Basic legislation, Business/industry/corporations, Hazards, Emissions, Energy conservation/energy production, EIA, Environmental standards, Financing, Institution, Less favoured areas, Mountain area, Offences/penalties, Protection of environment, Renewable energy, Research, Royalties/fees, Sustainable development, Tax/levy, Standards, Aquaculture, Fishery management and conservation, Waste management, Waste prevention, Recycling/reuse","Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",,ECOLEX_Legislation
Decree (2022:98) on state aid for measures aimed at treating pollution damage.,2022,Sweden,"The present Decree lays down rules on the provision of funds by the Swedish Environmental Protection Agency to the County Administrative Boards for measures aimed at treating pollution damages. The County Administrative Board may then pass on these funds to the companies specified in this Decree. The Decree contains detailed rules on the requirements for the provision of funds, eligible pollution costs, procedural rules for applying for funds, criteria to decide on applications, etc. State funds shall be granted primarily for measures aimed at treating environmental harm that entails; 1) a threat to human health; 2) a threat to natural areas with high conservation values; 3) a threat to significant water supply interests; 4) harmful levels of pollutants which, due to perceived health or environmental hazards, have a high environmental priority in environmental, or; 5) harmful levels of pollutants that affect the conditions for housing construction.",https://www.ecolex.org/details/legislation/decree-202298-on-state-aid-for-measures-aimed-at-treating-pollution-damage-lex-faoc209169/?type=legislation&xsubjects=Mineral+resources&page=151,Environment gen.,Regulation,"Protection of environment, Pollution control, Liability/compensation, Subsidy/incentive, Oil pollution, Polluter pays principle, Public health, Procedural matters","Arctic, Europe, Europe and Central Asia, European Union Countries, North Atlantic, North Sea, North-East Atlantic, Northern Europe",This Decree enters into force on 8 March 2022.,ECOLEX_Legislation
Resolution No. 52 of 2022 of Georgian Government on Partially Subsidizing Utility Bills for Socially Vulnerable Population,2022,Georgia,This Resolution provides for subsidizing utility bills for the people who are deemed as socially vulnerable households (10 articles).,https://www.ecolex.org/details/legislation/resolution-no-52-of-2022-of-georgian-government-on-partially-subsidizing-utility-bills-for-socially-vulnerable-population-lex-faoc209911/?type=legislation&xsubjects=Mineral+resources&page=151,"Energy, Water, General",Regulation,"Social protection, Subsidy/incentive, Natural gas, Tax/levy, Water supply, Water charges, Sewerage","Asia, Black Sea, Eastern Europe, Europe, Europe and Central Asia, Western Asia",,ECOLEX_Legislation
"Administrative Order No.03, series of 2022. Creation of the National Urban and Peri-Urban Agriculture Program (NUPAP), A Banner Program of the Department of Agriculture.",2022,Philippines,"This Order implements goals of government for food security that is under pressure because of increasing population, losses brought by natural disasters and prevalence of pests and diseases. Urban Agriculture (UA) is considered as one of the sustainable option to produce food in limited spaces and is an alternative source of livelihood and aid in solid waste management. This Order provides for making food abundant in urban and peri-urban areas by supporting the establishment of community gardens and farms while increasing awareness on human health through nutrition and inspiring citizens to contribute to innovative, economic and environmentally sustainable food systems towards the uplifting of Filipino communities. This Order consists of 13 Sections referring to issues of implementation strategy, program components, organisational structure and functions, list of NUPAP activities and responsible agencies, monitoring, information dissemination and budgetary requirements. The Order has 2 Annexes on Legislations related to NUPAP and Urban Agriculture Modules.",https://www.ecolex.org/details/legislation/administrative-order-no03-series-of-2022-creation-of-the-national-urban-and-peri-urban-agriculture-program-nupap-a-banner-program-of-the-department-of-agriculture-lex-faoc209618/?type=legislation&xsubjects=Mineral+resources&page=151,"Agricultural & rural development, Environment gen., Food & nutrition",Regulation,"Legal proceedings/administrative proceedings, Agricultural development, Capacity building, Community management, Ecofriendly products/ecofriendly processes, Environmental standards, Farming, Financial agricultural measures, Food waste, Food security, Processing/handling, Integrated management, Land-use planning, Monitoring, Protection of environment, Soil conservation/soil improvement, Sustainable development, Sustainable use, Urban and peri-urban agriculture, Urban land, Standards, Enforcement/compliance, EIA, Environmental planning, Policy/planning, Food quality control/food safety, Ecological production/organic production","Asia, Asia and the Pacific, East Asian Seas, North Pacific, South-Eastern Asia",This Order shall take effect immediately.,ECOLEX_Legislation
Decree on types of activities and gases with a greenhouse effect.,2022,Serbia,"This Decree, based on the provisions of the Serbian Law on climate change, prescribes the types of activities and gases with a greenhouse (or GHG) effect for which the plant operator obtains a permit for the emission of greenhouse gases and aviation activities and gases with a greenhouse effect for which it is not necessary to submit a monitoring plan. Types of activities of plant operators and GHGs for which it is necessary to obtain a permit for GHG emissions are given in Annex 1 - Types of activities of plant operators and GHGs. Aviation activities and GHGs for which it is not necessary to submit a monitoring plan, in accordance with the law regulating climate change, are given in Annex 2 - Types of aviation activities and GHGs for which it is not necessary to submit a monitoring plan.",https://www.ecolex.org/details/legislation/decree-on-types-of-activities-and-gases-with-a-greenhouse-effect-lex-faoc213785/?type=legislation&xsubjects=Mineral+resources&page=151,Air & atmosphere,Regulation,"Business/industry/corporations, Classification/declassification, Climate change, Emissions, Authorization/permit, Protection of environment","Europe, Europe and Central Asia","This text enters into force eight days after its publication in the Official Gazette (published on 4 February 2022), except for the provisions of article 5 shall start applying from 1 January 2023.",ECOLEX_Legislation
Decree on the financial structure of the envelope for direct payments programme in 2021.,2022,Croatia,"This Decree, based on the provisions of the Law on agriculture, determines the financial structure of the envelope for direct payments programme in 2021, which consists of funds from the European Agricultural Guarantee Fund and supplementary national direct payments from the state budget of the Republic of Croatia. The national ceiling for the financing of direct payment programs in 2021 from the European Agricultural Guarantee Fund is set in accordance with: Annex II. Regulation (EU) no. 1307/2013; Commission Implementing Regulation (EU) 2021/1135. Supplementary national direct payments in 2021 shall be determined in accordance with Annex VI. Regulation (EU) no. 1307/2013 (also secured funds in the State Budget of the Republic of Croatia for 2021 and projections for 2022 and 2023, see article 4).",https://www.ecolex.org/details/legislation/decree-on-the-financial-structure-of-the-envelope-for-direct-payments-programme-in-2021-lex-faoc207204/?type=legislation&xsubjects=Mineral+resources&page=151,Agricultural & rural development,Regulation,"Agricultural development, Financial agricultural measures","Europe, Europe and Central Asia, European Union Countries, Mediterranean, Southern Europe",This text entered into force on the day after its publication in the Official Gazette (published on 4 February 2022).,ECOLEX_Legislation
Decreto 172 – se crea la Comisión Intersectorial de Gabinete Presidencial para la Acción Climática,2022,Colombia,"El presente Decreto crea la Comisión Intersectorial del Gabinete Presidencial para la Acción Climática, como una instancia para la coordinación, orientación y evaluación de los avances alcanzados por las entidades de la Rama Ejecutiva del Orden Nacional en relación con los compromisos internacionales del País en materia de acción climática, y respecto de las metas y medidas mínimas para alcanzar la carbono neutralidad, la resiliencia climática y el desarrollo bajo en carbono del país en el corto, mediano y largo plazo. Se establecen los integrantes de la Comisión y las funciones de la Comisión. Se establece que la secretaria técnica será ejercida por el jefe de Gabinete Presidencial y las funciones de la Secretaria Técnica.",https://www.ecolex.org/details/legislation/decreto-172-se-crea-la-comision-intersectorial-de-gabinete-presidencial-para-la-accion-climatica-lex-faoc210836/?type=legislation&xsubjects=Mineral+resources&page=151,Environment gen.,Regulation,"Climate change, Governance","Amazonia, Americas, Andean States, East Pacific, Latin America and the Caribbean, North-East Pacific, South America, South-Eastern Pacific",,ECOLEX_Legislation
"Ordinance No 3 of 3 February 2022 on the acquisition of qualification in the profession ""Landscaping"".",2022,Bulgaria,"This Ordinance determines the state educational standard for the acquisition of qualification in the profession 622020 ""Landscaping"" in the field of education ""Agriculture, forestry and fisheries"" and professional field 622 ""Horticulture (parks and gardens)"" according to the List of the professions for vocational education and training under article 6 (paragraph 1) of the Vocational Education and Training Act. The state educational standard for acquiring qualification in the profession 622020 ""Landscaping"" according to the appendix attached to this text shall determine the requirements for acquiring the second degree of professional qualification for the specialties 6220201 ""Floriculture"" and 6220202 ""Park construction and landscaping"".",https://www.ecolex.org/details/legislation/ordinance-no-3-of-3-february-2022-on-the-acquisition-of-qualification-in-the-profession-landscaping-lex-faoc208539/?type=legislation&xsubjects=Mineral+resources&page=152,"Agricultural & rural development, Land & soil, Cultivated plants",Regulation,"Agricultural land, Education, Survey/mapping, Plant production","Black Sea, Eastern Europe, Europe, Europe and Central Asia, European Union Countries",This text entered into force on the day of its publication in the Official Gazette (published on 15 February 2022).,ECOLEX_Legislation
Decree No. 86 of the Cabinet of Ministers validating the Regulation on the development of working projects of land-use planning.,2022,Ukraine,"Regulation on the development of working projects of land-use planning establishes a set of qualitative and quantitative indicators, parameters regulating the development of working land management projects taking into account environmental, economic, social, climatic and other conditions. Detailed land management projects are developed in order to implement measures for the reclamation of disturbed land, removal and transfer of the fertile soil layer, conservation of degraded, low-productivity and man-made polluted land, improving the condition of agricultural land and forest land, protection of lands from erosion, flooding, waterlogging, secondary salinization, drying, landslides, compaction, acidification, pollution by industrial and other wastes, radioactive and chemical substances. The working project of land management includes: (a) tasks for drawing up the working project of land management; (b) explanatory note; (c) characteristics of natural and agro-climatic conditions of the territory; (d) materials of soil and other surveys; (e) materials of geodetic surveys and land management design; (f) technical and economic indicators of the working project of land management; (g) design decisions to determine the set of measures and scope of work on soil protection; (h) calculations of the estimated cost of implementing the planned soil protection measures; (i) plans of agricultural groups of soils and slope steepness (if necessary); (j) plans of planned activities; (k) materials of transfer of the project on land (on the ground).",https://www.ecolex.org/details/legislation/decree-no-86-of-the-cabinet-of-ministers-validating-the-regulation-on-the-development-of-working-projects-of-land-use-planning-lex-faoc209179/?type=legislation&xsubjects=Mineral+resources&page=152,"Land & soil, Water",Regulation,"Land-use planning, Agricultural land, Drainage/land reclamation, Soil conservation/soil improvement, Soil pollution/quality, Radiation, Flood, Saltwater intrusion/siltation, Sustainable development","Black Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia",,ECOLEX_Legislation
Decree No. 69 of the Cabinet of Ministers validating the Regulation on the procedure for control over the use of released funds of agricultural producers.,2022,Ukraine,"Regulation on the procedure for control over the use of released funds of agricultural producers establishes the mechanism of control over the use of released funds in connection with the exemption from income tax on agricultural producers in accordance with paragraph 57 of subsection 4 of section XX ""Transitional Provisions"" of the Tax Code of Ukraine. The objects of control over the use of released funds are exclusively agricultural producers who carry out the following activities: (a) breeding and rearing of poultry, except for rearing chickens, laying hens' eggs and the activities of hatcheries; (b) breeding and rearing of quails and ostriches; (c) production of poultry meat, except for the production of chicken meat, melting of chicken fat, slaughter, processing and packaging of chicken meat; and (d) trade of actually produced (grown) products (except for chicken meat). ""Released funds"" means the amount of income tax determined by the taxpayer when applying for the benefit and not paid to the state budget, but remains at the disposal of the taxpayer under the obligation to use it in areas specified by the Tax Code of Ukraine and in this Decree. Control over the targeted use of released funds is carried out by the State Tax Service. The Ministry of Agrarian Policy monitors the implementation of other measures on the use of such funds in accordance with the tasks assigned to the Ministry. The frequency of control measures and deadlines for inspections are set in accordance with the frequency of control over the calculation and payment of tax liabilities associated with the occurrence of benefits.",https://www.ecolex.org/details/legislation/decree-no-69-of-the-cabinet-of-ministers-validating-the-regulation-on-the-procedure-for-control-over-the-use-of-released-funds-of-agricultural-producers-lex-faoc209180/?type=legislation&xsubjects=Mineral+resources&page=152,Agricultural & rural development,Regulation,"Tax/levy, Financial agricultural measures, Fiscal and market measures","Black Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia",,ECOLEX_Legislation
Resolution No. 231 of 2022 of Georgian Government on Charter for Criteria and Indicators for Sustainable Management of Georgian Forests,2022,Georgia,This Resolution approves the charter for criteria and indicators for the sustainable management of the Georgian forests. It consists of five articles: Scope of regulation (1); Scope of use for criteria and indicators of sustainable management of forest (2); Guiding principles for criteria and indicators of sustainable management of forest (3); Criteria and indicators of sustainable management of forest (4); Authority of the Ministry of Environment Protection and Agriculture of Georgia (5).,https://www.ecolex.org/details/legislation/resolution-no-231-of-2022-of-georgian-government-on-charter-for-criteria-and-indicators-for-sustainable-management-of-georgian-forests-lex-faoc209932/?type=legislation&xsubjects=Mineral+resources&page=152,Forestry,Regulation,"Forest management/forest conservation, Forestry protection measures, Data collection/reporting, Sustainable development","Asia, Black Sea, Eastern Europe, Europe, Europe and Central Asia, Western Asia",,ECOLEX_Legislation
"Regional Law No. 47 “On organizing and ensuring the protection of the rights, primordial habitat and traditional way of life of the indigenous peoples of the North, Siberia and the Far East of the Russian Federation living in the Kamchatka Territory.”",2022,Russian Federation,"This Regional Law regulates issues related to the organization and ensuring the protection of rights, indigenous habitats and traditional way of life of small indigenous peoples of the North, Siberia and the Far East of the Russian Federation, living in the Kamchatka Territory, to which, in accordance with the Unified List approved by the Government of the Russian Federation of indigenous peoples of the Russian Federation include the Aleuts, Alyutorians, Itelmens, Kamchadals, Koryaks, Chukchis, Evens (Lamuts), eskimos. This Regional Law shall apply to persons belonging to small indigenous peoples conducting traditional way of life, carrying out traditional economic activities and engaged in traditional crafts. The principles of organizing and ensuring the protection of rights, the original habitat and traditional way of life of small indigenous peoples are: (a) the complexity of solving problems of socio-economic and cultural development of small indigenous peoples; (b) the need for the participation of representatives and associations of small indigenous peoples in decision-making on issues affecting their rights and interests in the development of natural resources in places of traditional residence and traditional economic activity of small indigenous peoples; (c) recognition of the right of small indigenous peoples to priority use of wildlife in the places of their traditional residence and traditional economic activities; (d) maintaining a balance of interests of small indigenous peoples, other population of the Kamchatka Territory, as well as economic entities, carrying out business activities in places of traditional residence and traditional economic activities of small indigenous small peoples; and (e) differentiation of state support for small indigenous peoples, depending on living conditions and economic activities, other factors that determine the specifics of life of small indigenous peoples. State support for persons belonging to small indigenous peoples and their associations is carried out in accordance with federal and regional legislation in the form of cash payments, including subsidies, grants, compensation, other payments, assistance in kind, provision of services in various fields on the terms of partial payment or free of charge, providing advice. Territories of traditional nature management of the regional significance are formed by decrees of the Regional Government on the basis of appeals of persons belonging to small indigenous peoples, and communities of small indigenous peoples or their authorized representatives. The procedure for the formation of territories of traditional nature management of regional significance and a list of documents required for making decisions on the formation of territories of traditional nature management of regional significance, are established by a resolution of the Regional Government.",https://www.ecolex.org/details/legislation/regional-law-no-47-on-organizing-and-ensuring-the-protection-of-the-rights-primordial-habitat-and-traditional-way-of-life-of-the-indigenous-peoples-of-the-north-siberia-and-the-far-east-of-the-russian-federation-living-in-the-kamchatka-territory-lex-faoc210356/?type=legislation&xsubjects=Mineral+resources&page=152,General,Regulation,"Indigenous peoples, Traditional rights/customary rights, Subsidy/incentive, Liability/compensation","Arctic, Asia and the Pacific, Black Sea, Caspian Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia, North Pacific, North-West Pacific",This Regional Law enters into force after its official publication.,ECOLEX_Legislation
DENR Administrative Order No.22-02 Guidelines for Public Participation under the Philippine Environmental Impact Statement System (PEISS) for Proposed River Restoration Project Through Dredging Activities Pursuant to Section 5.4 of DENR-DPWH-DILG-DOTR Joint Memorandum Circular 2019-01.,2022,Philippines,This Order establishes the specific requirements and procedures for public participation of proposed dredging projects; and identifies the key stakeholders for public participation activities during the review and evaluation stage of the Environmental Impact Assessment (EIA) process for dredging projects.This Order covers the public participation process under the PEISS for the restoration of heavily silted river channels through dredging projects. The text provides for requirements and procedures of Public Participation that include two stages; review and evaluation (1) and monitoring (2). The identification of public participation activities and key stakeholders are defined in the first stage. The text consists of 8 Articles.,https://www.ecolex.org/details/legislation/denr-administrative-order-no22-02-guidelines-for-public-participation-under-the-philippine-environmental-impact-statement-system-peiss-for-proposed-river-restoration-project-through-dredging-activities-pursuant-to-section-54-of-denr-dpwh-dilg-dotr-joint-memorandum-circular-2019-01-lex-faoc213372/?type=legislation&xsubjects=Mineral+resources&page=152,"Environment gen., Water",Regulation,"Community management, Monitoring, Public participation, EIA, Freshwater resources management, Inland waters","Asia, Asia and the Pacific, East Asian Seas, North Pacific, South-Eastern Asia",This Order shall take effect fifteen (15) days after its publication in a newspaper of general circulation and upon acknowledgment of the receipt of the copy thereof by the Office of the National Administrative Register (ONAR).,ECOLEX_Legislation
Order No. 2-66 of 2022 of Minister of Environmental Protection and Agriculture of Georgia on Inventorying Plan of Wind Protection Strips,2022,Georgia,"This Order approves the inventorying plan of wind protection strips, specifying the municipality, surface area and implementation period for each wind protection strip (1 table).",https://www.ecolex.org/details/legislation/order-no-2-66-of-2022-of-minister-of-environmental-protection-and-agriculture-of-georgia-on-inventorying-plan-of-wind-protection-strips-lex-faoc209910/?type=legislation&xsubjects=Mineral+resources&page=152,"Forestry, Land & soil",Regulation,"Hazards, Inventory, Protection forest, Registration, Forest management/forest conservation, Agricultural land","Asia, Black Sea, Eastern Europe, Europe, Europe and Central Asia, Western Asia",,ECOLEX_Legislation
Decree on the manner of determining the concession fee for a company or legal entity that uses a water reservoir and/or watercourse for the production of electricity in hydropower plants.,2022,Montenegro,"This Decree, based on the provisions of the Montenegrin Law on concessions, defines the manner for determining the concession fee for a company or legal entity that uses a water reservoir and/or watercourse for the production of electricity in hydropower plants. This concession fee shall be determined on basis of the formula provided in article 2. The state administration body in charge of energy affairs, until 1 November in the year preceding the year for which the concession fee is calculated, determines and publishes a reference energy exchange on its website. The reference energy exchange for 2022 is the Hungarian Electricity Exchange.",https://www.ecolex.org/details/legislation/decree-on-the-manner-of-determining-the-concession-fee-for-a-company-or-legal-entity-that-uses-a-water-reservoir-andor-watercourse-for-the-production-of-electricity-in-hydropower-plants-lex-faoc207988/?type=legislation&xsubjects=Mineral+resources&page=152,"Energy, Water",Regulation,"Concession, Royalties/fees, Hydropower generation","Europe, Europe and Central Asia, Mediterranean, Southern Europe",This text entered into force eight days after its publication in the Official Gazette (published on 22 February 2022).,ECOLEX_Legislation
Décret n.2022-064 du 02 février 2022 portant mesures conjoncturelles de soutien aux filières et de maîtrise des prix de certains produits agricoles.,2022,Benin,Avec ce Décret sont institués une redevance de promotion du secteur agricole et une redevance de sécurisation des exportations par voie terrestre. Ces redevances sont perçues au cordon douanier et versées au Trésor public.,https://www.ecolex.org/details/legislation/decret-n2022-064-du-02-fevrier-2022-portant-mesures-conjoncturelles-de-soutien-aux-filieres-et-de-maitrise-des-prix-de-certains-produits-agricoles-lex-faoc217386/?type=legislation&xsubjects=Mineral+resources&page=152,Agricultural & rural development,Regulation,"Agricultural commodities, Crops/grasses, International trade, Offences/penalties, Oleaginous plants, Tax/levy","Africa, Least Developed Countries, North Atlantic, Western Africa","Le présent décret, qui prend effet pour compter de la date de sa signature est applicable jusgu'au 31  décembre 2022.",ECOLEX_Legislation
Décret n° 2022 - 063 du 02 février 2022 portant approbation des statuts de l'Agence béninoise pour l'Environnement.,2022,Benin,Avec ce Décret sont approuvés les statuts de l'Agence béninoise pour l'Environnement en annexe au texte.,https://www.ecolex.org/details/legislation/decret-n-2022-063-du-02-fevrier-2022-portant-approbation-des-statuts-de-lagence-beninoise-pour-lenvironnement-lex-faoc217429/?type=legislation&xsubjects=Mineral+resources&page=152,Environment gen.,Regulation,"Education, Environmental audit, EIA, Financing, Institution, Monitoring, Policy/planning, Procedural matters, Protection of environment","Africa, Least Developed Countries, North Atlantic, Western Africa",,ECOLEX_Legislation
Presidential Decree No. 5140 on combatting agricultural drought and studies on drought management.,2022,Türkiye,"This Decree lays down provisions on the duties, authorities and responsibilities of the relevant ministries, directorates, universities, local government and non-governmental organizations under the coordination of the Ministry of Agriculture and Forestry to carry out studies to take measures and to reduce the effects of possible agricultural drought. In addition to the studies of the relevant ministries and directorates to reduce the effects of agricultural drought, this Decree shall apply to water management in arid and irrigated agricultural lands both in urban and rural areas, investments, agricultural techniques, seed and plant diversity, irrigation techniques, pest/disease management, economic and social supports, grazing plans, land use plans, restrictions and all kinds of response measures in line with the decisions and practices taken by the Agricultural Drought Management Unit.",https://www.ecolex.org/details/legislation/presidential-decree-no-5140-on-combatting-agricultural-drought-and-studies-on-drought-management-lex-faoc209264/?type=legislation&xsubjects=Mineral+resources&page=152,"Agricultural & rural development, Cultivated plants, Water",Regulation,"Agricultural development, Agricultural land, Water shortage/drought, Risk assessment/management, Precautionary principle, Irrigation, Institution, Local government, Urban and peri-urban agriculture, Pastoralism, Subsidy/incentive, Research, Pests/diseases, Plant production, Plant protection, Plant variety, Planting material/seeds, Freshwater resources management","Asia, Black Sea, Europe, Europe and Central Asia, Mediterranean, Middle East, Western Asia",This Decree enters into force on the date of its publication in the Official Gazette.,ECOLEX_Legislation
Decision on the list of agricultural products in sectors for regulating the market of agricultural products.,2022,Serbia,"This Decision, based on the provisions of the Serbian Law on regulation of the market of agricultural products, determines the list of agricultural products in all involved sectors for the aim of regulating the market of such agricultural products. This list of agricultural products, among related tariff codes, is included and set down in this text (article 2).",https://www.ecolex.org/details/legislation/decision-on-the-list-of-agricultural-products-in-sectors-for-regulating-the-market-of-agricultural-products-lex-faoc208556/?type=legislation&xsubjects=Mineral+resources&page=152,"Agricultural & rural development, Livestock, Food & nutrition, Cultivated plants",Regulation,"Classification/declassification, Cereals/grains/rice, Milk/dairy products, Fruits/edible nuts, Vegetables/legumes, Meat, Viticulture/oenological practices, Poultry products, Sugar, Swine, Agricultural commodities","Europe, Europe and Central Asia",This text entered into force eight days after its publication in the Official Gazette (published on 11 February 2022).,ECOLEX_Legislation
Decision No. 6 of the National Emergency Committee validating the Regulation on the procedure for applying quarantine measure to persons.,2022,Romania,"This Regulation establishes the procedure for applying quarantine measure to persons. Quarantine with a duration of 5 days shall be applicable to people who arrive in Romania and do not show the EU digital certificate regarding COVID-19 or, in the case of natural persons from states whose authorities do not issue digital certificates of the European Union regarding COVID-19 or documents compatible with these certificates, proof on paper or in electronic format that attest vaccination for which 10 days have passed since the completion of the full scheme, who have had illness in the last 180 days before entering the country or negative RT-PCR testing for COVID-19 performed no later than 72 hours before boarding (for those who travel by means of public transport) or entering the national territory (for c those who travel with their own means). The quarantine measure is established for a duration of 5 days for direct contacts of a person confirmed to be infected with the SARS-CoV-2 virus.",https://www.ecolex.org/details/legislation/decision-no-6-of-the-national-emergency-committee-validating-the-regulation-on-the-procedure-for-applying-quarantine-measure-to-persons-lex-faoc211068/?type=legislation&xsubjects=Mineral+resources&page=152,General,Regulation,"Public health, Quarantine","Black Sea, Eastern Europe, Europe, Europe and Central Asia, European Union Countries",,ECOLEX_Legislation
Governmental Order No. 9 regarding port facilities for taking over waste from ships.,2022,Romania,"This Governmental Order aims to protect the marine environment against the negative effects of waste discharges and cargo residues in navigable national waters, from ships using Romanian ports, ensuring, at the same time, the smooth operation of maritime traffic, by improving the availability and use of appropriate port facilities for taking over, as well as the delivery, of waste in the respective facilities. This Order applies to all ships, regardless of the flag they fly, that call or operate in one of the Romanian ports, with the exception of: (1) ships engaged in services ports military ships; (2) military auxiliary ships or of other ships owned or operated by the state and which are used exclusively for governmental non-commercial purposes. Port administrations must ensure the adequate equipment and permanent availability of port facilities for receiving waste from ships, in accordance with the needs of ships calling at the port, without producing unjustified delays to them. Port administrations must ensure the following requirements: (a) the port reception facilities are able to receive the types and quantities of waste from ships that normally use the respective port, taking into account: (i) the request to hand over the waste from the ships; (ii) the size and geographical position of the respective port; (iii) the type of ships calling at the respective port; (b) the formalities and practical aspects related to the use of port reception facilities should be simple and quick, in order to avoid unjustified delays caused to ships; (c) the fees charged for handover should not be a disincentive for ships requesting to use the port reception facilities; (d) port reception facilities to ensure the management of waste from ships in a rational way from an ecological point of view.",https://www.ecolex.org/details/legislation/governmental-order-no-9-regarding-port-facilities-for-taking-over-waste-from-ships-lex-faoc211139/?type=legislation&xsubjects=Mineral+resources&page=152,"Environment gen., Sea",Regulation,"Harbour, Waste non-domestic sources, Waste disposal, Waste management, Navigation, Environmental fees/charges","Black Sea, Eastern Europe, Europe, Europe and Central Asia, European Union Countries",,ECOLEX_Legislation
Joint Order No. 280/5/41 of the Ministry of Justice and of the Ministry of Finances validating the Regulation on the procedure for electronic interaction of information systems of the Ministry of Justice of Ukraine and the State Tax Service of Ukraine on confirmation of information about natural person during the state registration of immovable property rights.,2022,Ukraine,"Regulation on the procedure for electronic interaction of information systems of the Ministry of Justice of Ukraine and the State Tax Service of Ukraine on confirmation of information about natural person during the state registration of real property rights determines the mechanism of information interaction and general rules for submission by subjects of state registration of immovable property rights, notaries and persons authorized to accept and issue documents of requests for confirmation of compliance of registration data of natural persons with the State Register of Natural Persons - Taxpayers, formed with the assistance of the State Register of Immovable Property Rights and the authorization to State Tax Service of Ukraine to provide answers to such requests. Requests are formed and submitted at the stage of accepting applications for registration. One single request is formed for one natural person and contains the following information and data: (a) information about the applicant – surname, name, patronymic (if any) and taxpayer registration number; and (b) information about the natural person in respect of whom the request was formed: surname, name, patronymic (if any) and taxpayer registration number. The response to the request contains the following information: (a) registration number and date of response to the request; (b) number, date (date, month, year) of the request to which the answer is provided; and (c) the result of the request processing. Electronic logs of inquiries and answers are maintained by the State Enterprise “National Information Systems” and the State Tax Service of Ukraine.",https://www.ecolex.org/details/legislation/joint-order-no-280541-of-the-ministry-of-justice-and-of-the-ministry-of-finances-validating-the-regulation-on-the-procedure-for-electronic-interaction-of-information-systems-of-the-ministry-of-justice-of-ukraine-and-the-state-tax-service-of-ukraine-on-confirmation-of-information-about-natural-person-during-the-state-registration-of-immovable-property-rights-lex-faoc209183/?type=legislation&xsubjects=Mineral+resources&page=153,Land & soil,Regulation,"Cadastre/land registration, Ownership, Private land, Property rights, Data collection/reporting, Access-to-information","Black Sea, CIS (Commonwealth of Independent States), Eastern Europe, Europe, Europe and Central Asia",This Joint Order enters into force the day after the date of its official publication.,ECOLEX_Legislation
Commission Implementing Decision (EU) 2022/142 amending Implementing Decision (EU) 2019/1741 as regards the reporting on production volume and correcting that Implementing Decision.,2022,European Union,This Decision makes amendments in the Implementing Decision (EU) 2019/1741 to provide sufficient time for the operators of concerned facilities and Member States’ competent authorities to take the measures necessary to enable the reporting of production volume in accordance with the new format. The requirement to report such data should therefore apply from the reporting year 2023. The amendments and corrections to Implementing Decision (EU) 2019/1741 are set out in the Annex to this Decision which replaces the Annex to the Implementing Decision (EU) 2019/1741.,https://www.ecolex.org/details/legislation/commission-implementing-decision-eu-2022142-amending-implementing-decision-eu-20191741-as-regards-the-reporting-on-production-volume-and-correcting-that-implementing-decision-lex-faoc209541/?type=legislation&xsubjects=Mineral+resources&page=153,Environment gen.,Regulation,"Data collection/reporting, Access-to-information, Hazardous substances, Emissions, Waste management",European Union Countries,,ECOLEX_Legislation
Sonowal Kachari Autonomous Council (Amendment) Act 2021.,2022,India,"This Act amends the Sonowal Kachari Autonomous Council Act, 2005.",https://www.ecolex.org/details/legislation/sonowal-kachari-autonomous-council-amendment-act-2021-lex-faoc212063/?type=legislation&xsubjects=Mineral+resources&page=153,General,Legislation,"Institution, Governance, Local government, Indigenous peoples","Asia, Asia and the Pacific, Indian Ocean, South Asian Seas, Southern Asia",,ECOLEX_Legislation
